Dialogue,Hate Speech
"Person1: If she doesn't like living in a house ""built by slaves"" then she should move out. The hypocrisy that fills the life of Obama and his wife is too great for either of them to throw darts at anyone else. Does she allow their daughters to use the same bathroom as the males use? Of course not, and not just because they are daughters of the president. She would not allow it but they don't care about the daughters of families. If Mrs. Obama was smart, she would stop pointing fingers at others.
Person2: Then she'll be pointing fingers at everyone for a very long time.",0
"Person1: Her time might be better spent packing.
Person2: ...not as much as you think since Hillary will be moving in...",0
"Person1: ...not as much as you think since Hillary will be moving in...
Person2: ... to prison.",0
"Person1: ... to prison.
Person2: OBAMA WILL BE HER CELLMATE AFTER HE HAS THE OPERATION",1
"Person1: While Barack is rapidly going gray and looking tired, Michelle and the girls just keep getting more attractive.
Person2: Time for a vision check Mooch is looking more like Aunt Esther every day",1
"Person1: While Barack is rapidly going gray and looking tired, Michelle and the girls just keep getting more attractive.
Person2: U NEED A VISION CHECK U MUST HAVE CATARACTS",0
"Person1: Trump is clearly getting to the dems Don't worry moochel Trump will never sexually harass you when he gets in the white house But watch out for billy. He might
Person2: ...no but Trump's daughter better watch out...forTrump....",0
"Person1: F THIS RACIST USELESS BEAST
Person2: Funny when white racists who have a long history of lynching, abusing, and murdering Black people call Black people racist.",0
"Person1: No. Only YOU and your Right Wing friends want us to believe that.
Person2: You have never been a slave and I have never owed one !",1
"Person1: I visit this thread once in a while and see that the CONs have nothing but to call names and continue to roll in their gutter. I would think that the CONs would grow up someday, but that is only wishful thinking.
Person2: But to be fair, when your long suits are hatred, racism, and vitriol, you play them...over and over over again.",0
"Person1: I visit this thread once in a while and see that the CONs have nothing but to call names and continue to roll in their gutter. I would think that the CONs would grow up someday, but that is only wishful thinking.
Person2: hard to have respect for someone who in a multi 6 figure a year job in an Chicago hospital....was on the committee that worked on a poor patient dumping scheme.",0
"Person1: hard to have respect for someone who in a multi 6 figure a year job in an Chicago hospital....was on the committee that worked on a poor patient dumping scheme.
Person2: Did you notice that you cited no sources for that silly comment? We did.",0
"Person1: While Barack is rapidly going gray and looking tired, Michelle and the girls just keep getting more attractive.
Person2: you notice that you have a toolbar and the world is open for you to educate yourself...if you can type? go look it up.",0
"Person1: hard to have respect for someone who in a multi 6 figure a year job in an Chicago hospital....was on the committee that worked on a poor patient dumping scheme.
Person2: Oh, no need to apologize. But you started this, after all. You made the comment, so it's up to you to support it. This was covered in 8th grade debate class. Anything else I can help you with today?",0
"Person1: While Barack is rapidly going gray and looking tired, Michelle and the girls just keep getting more attractive.
Person2: welcome. Let me know if you need more examples.",0
"Person1: While Barack is rapidly going gray and looking tired, Michelle and the girls just keep getting more attractive.
Person2: LOL",0
"Person1: I visit this thread once in a while and see that the CONs have nothing but to call names and continue to roll in their gutter. I would think that the CONs would grow up someday, but that is only wishful thinking.
Person2: and storm....try and recall how the left name called and rolled in the gutter...as you say.....over Palin. so democrat women deserve respect....why?",0
"Person1: I visit this thread once in a while and see that the CONs have nothing but to call names and continue to roll in their gutter. I would think that the CONs would grow up someday, but that is only wishful thinking.
Person2: Read the topic in question before you blame others for reacting - or is that too much work?",0
"Person1: ...not as much as you think since Hillary will be moving in...
Person2: Great. A President who was impeached. Maybe his wife can set a new record by getting impeached also. ""The Dynamic Duo""",0
"Person1: Sigh. She's not much of a First Lady is she?
Person2: Nope. More of an embarrassment than anything.",0
"Person1: Sigh. She's not much of a First Lady is she?
Person2: But we will agree she's not as vacuous as Nancy Reagan.",0
"Person1: While Barack is rapidly going gray and looking tired, Michelle and the girls just keep getting more attractive.
Person2: I don't know what you are, but you'll obviously never be anywhere near as good a person as she was. Stop while you are behind.",0
"Person1: Coming soon: The USS Micheal Brown
Person2: The good ship Lollypop?",0
"Person1: The good ship Lollypop?
Person2: Flying the Rainbow Flag.",0
"Person1: I guess the Navy doesn't have any more deserving sailors they can honor. This political correctness is going to destroy one of the few remaining government organizations that still have some respect from the public.
Person2: Good comment!",0
"Person1: I guess the Navy doesn't have any more deserving sailors they can honor. This political correctness is going to destroy one of the few remaining government organizations that still have some respect from the public.
Person2: you'll notice Fox didn't bother to mention the earlier ceremony the same day in Camp Pendleton naming a ship after MoH John Basilone (second ship named after him and it's a real warship DDG) Guess that wouldn't play into the narrative though huh?",0
"Person1: Pathetic! If I was in the Navy when the ship comes out, I'd refuse to serve on it! This guy was no military anything, never served! Not a key United States government person, just a local nobody! Pathetic!
Person2: He served in the Navy for 4 years, but was forced out with an ""Other than honorable"" discharge. Shouldn't we be naming ships after people who received an honorable discharge at the very minimum??",0
"Person1: I'll bet San Francisco is watering at the mouth to get it there for Fleet Week.
Person2: it will take a tsunami to wash the taste out of San Fran's bay",0
"Person1: Good to see the Conservative hate machine rev up. Keep it up Cons--- you're quickly becoming irrelevant. Or is this the Christ-like behavior you're always talking about?
Person2: sorry tighter, this is just meanness today, I haven't seen any evangelizing here; must be tomorrow",0
"Person1: it will take a tsunami to wash the taste out of San Fran's bay
Person2: Could you translate that into English for the rest of us?",0
"Person1: Good to see the Conservative hate machine rev up. Keep it up Cons--- you're quickly becoming irrelevant. Or is this the Christ-like behavior you're always talking about?
Person2: Even if you define your life by a bad habit, it's still a bad habit. To define anyone by a sexual proclivity dismisses their free will out of hand.",1
"Person1: Good to see the Conservative hate machine rev up. Keep it up Cons--- you're quickly becoming irrelevant. Or is this the Christ-like behavior you're always talking about?
Person2: No hatred by us-we just don't like Liberal/Lamocrats,like you.Maybe you should head down to Orlando.",0
"Person1: How embarrassing for the Navy ....and America. Liberals have gleefully embraced every known perversion and deviance and are angry that sane people refuse to accept their sickness as 'normal'. Liberals - the very worst among us. Liberalism - America's greatest enemy.
Person2: I find the pure hate the flows through the keyboards of the Fox ""Christians"" to be far more disgusting than anything Harvey Milk ever did",0
"Person1: I find the pure hate the flows through the keyboards of the Fox ""Christians"" to be far more disgusting than anything Harvey Milk ever did
Person2: Buttsex is a bad habit, not a life style.",1
"Person1: So, it's a ship that oils up other ships and hauls away their effluence? I guess, if you have politicians this determined to name a ship after a rumpranger an oiler is the best option.
Person2: Whats it like living in 1912?",0
"Person1: I find the pure hate the flows through the keyboards of the Fox ""Christians"" to be far more disgusting than anything Harvey Milk ever did
Person2: With all the nasty old STDs that are now drug resistant the libidinous are going to learn about chastity the hard way. A shot won't fix it anymore.",0
"Person1: How embarrassing for the Navy ....and America. Liberals have gleefully embraced every known perversion and deviance and are angry that sane people refuse to accept their sickness as 'normal'. Liberals - the very worst among us. Liberalism - America's greatest enemy.
Person2: Couldn't agree more. Great comment!",0
"Person1: Obama immediately called the Commander of the ship to ask him about the status of the transgender bathrooms.
Person2: That wasn't even a good try gomer.",0
"Person1: Harvey died of HIV. So did his partner, I believe.
Person2: hahahahahahahahahahahahahahahaha",1
"Person1: Harvey died of HIV. So did his partner, I believe.
Person2: Harvey was shot by a co-worker who hated gays. Even a quick google search would show that. But perhaps you prefer lying?",0
"Person1: Good to see the Conservative hate machine rev up. Keep it up Cons--- you're quickly becoming irrelevant. Or is this the Christ-like behavior you're always talking about?
Person2: hahahahahahahaha",0
"Person1: Good to see the Conservative hate machine rev up. Keep it up Cons--- you're quickly becoming irrelevant. Or is this the Christ-like behavior you're always talking about?
Person2: He was shot by a political rival Democrat.",0
"Person1: So, it's a ship that oils up other ships and hauls away their effluence? I guess, if you have politicians this determined to name a ship after a rumpranger an oiler is the best option.
Person2: who didn't get the bathroom heel clicking",0
"Person1: it will take a tsunami to wash the taste out of San Fran's bay
Person2: Talking about Republican Larry Craig?",0
"Person1: Harvey died of HIV. So did his partner, I believe.
Person2: So you believe made up stories.... thanks for sharing that.",0
"Person1: Welp, I guess this is the end of the US Navy as history has known it previously. It used to be a place where young boys went to learn how to be men. Now I guess it's a place where young gay boys go to meet other young gay boys. We must be a laughing stock.
Person2: I don't know about ""we,"" but I'll agree that you're a laughing stock.",0
"Person1: Welp, I guess this is the end of the US Navy as history has known it previously. It used to be a place where young boys went to learn how to be men. Now I guess it's a place where young gay boys go to meet other young gay boys. We must be a laughing stock.
Person2: Its still the same Navy. Stop being a drama queen.",0
"Person1: Nothing like a good gay article to bring out the ""conservative"" dinosaurs. The beauty is - conservatives lost. On gay rights, on your candidates, on everything that counts. Because extremist conservatives are a hate fringe group. Nothing more.
Person2: GFY!!",0
"Person1: GFY!!
Person2: I know. Great isn't it.",0
"Person1: Nothing like a good gay article to bring out the ""conservative"" dinosaurs. The beauty is - conservatives lost. On gay rights, on your candidates, on everything that counts. Because extremist conservatives are a hate fringe group. Nothing more.
Person2: Remember Greece and those gays in the second century BC....you regressives .",0
"Person1: Remember Greece and those gays in the second century BC....you regressives .
Person2: Remember christians and the Roman Empire? When christians took over, the empire fell.",0
"Person1: Nothing like a good gay article to bring out the ""conservative"" dinosaurs. The beauty is - conservatives lost. On gay rights, on your candidates, on everything that counts. Because extremist conservatives are a hate fringe group. Nothing more.
Person2: That's not even factually accurate lol WTH are you even talking about",0
"Person1: Nothing like a good gay article to bring out the ""conservative"" dinosaurs. The beauty is - conservatives lost. On gay rights, on your candidates, on everything that counts. Because extremist conservatives are a hate fringe group. Nothing more.
Person2: I beg to differ. The Hillary supporters are one huge hate group.",1
"Person1: Nothing like a good gay article to bring out the ""conservative"" dinosaurs. The beauty is - conservatives lost. On gay rights, on your candidates, on everything that counts. Because extremist conservatives are a hate fringe group. Nothing more.
Person2: So that means you support pedophiles? Way to go lol You must be so proud",1
"Person1: Nothing like a good gay article to bring out the ""conservative"" dinosaurs. The beauty is - conservatives lost. On gay rights, on your candidates, on everything that counts. Because extremist conservatives are a hate fringe group. Nothing more.
Person2: Gay Rights don't count- sorry!",1
"Person1: Nothing like a good gay article to bring out the ""conservative"" dinosaurs. The beauty is - conservatives lost. On gay rights, on your candidates, on everything that counts. Because extremist conservatives are a hate fringe group. Nothing more.
Person2: Gays are hetero phobic.",1
"Person1: This is so sad. I can't believe how much our country has imploded in the past eight years. Unfortunately, it looks like more of the same coming up.
Person2: Sure you don't want to go back any further? I am sure this didn't start in the last 8 years, but I see what you're trying to do.",0
"Person1: So this guy was in the Navy and gay. But because he was ""really gay"" and outspoken we named a Fu_kin ship after him?
Person2: and he was a pedo",1
"Person1: As a Navy Veteran I find this deplorable! What happened to the U.C.M.J. that we were held accountable too? I guess when Bill Clinton came in office and implemented ""Don't Tell, Don't Ask"" any thing that had to do with homosexuality or beastity went out the window. And now with Obama in office ANYTHING goes. Our once great Country has turned into a cesspool of Liberals.
Person2: Liberals who won't serve honorably.",0
"Person1: Liberals who won't serve honorably.
Person2: Like Trump.",0
"Person1: That wasn't even a good try gomer.
Person2: Like Clinton",0
"Person1: Liberals who won't serve honorably.
Person2: Back then women didn't serve in the military much.",0
"Person1: That wasn't even a good try gomer.
Person2: Chelsea can",0
"Person1: Liberals who won't serve honorably.
Person2: Clintons",0
"Person1: it will take a tsunami to wash the taste out of San Fran's bay
Person2: I could care less about billy boy, he isn't running.",0
"Person1: That wasn't even a good try gomer.
Person2: in the shadows",0
"Person1: it will take a tsunami to wash the taste out of San Fran's bay
Person2: Your tinfoil hat has slipped off and the rays are getting in again.",0
"Person1: That wasn't even a good try gomer.
Person2: - We're not talking about Trump, we're talking about you f*ggots.",1
"Person1: We've never needed someone to make America Great Again more so than right now.
Person2: But Trump isn't a religious fanatical conservative. Do you think he really cares about the anti-gay agenda?",0
"Person1: these are the people leading us. people who would light up the white house with the gay flag. people who want our country invaded by sharia law pushing islamists. Obama hated this country and only served to turn it around toward destruction
Person2: No, I think Obama thought he would make this country in his own image.",0
"Person1: America is fast becoming a failed state.
Person2: So get out, traitor.",0
"Person1: Good to see the Conservative hate machine rev up. Keep it up Cons--- you're quickly becoming irrelevant. Or is this the Christ-like behavior you're always talking about?
Person2: How is Eyeseeit a traitor ?",0
"Person1: Good to see the Conservative hate machine rev up. Keep it up Cons--- you're quickly becoming irrelevant. Or is this the Christ-like behavior you're always talking about?
Person2: GFY!",0
"Person1: America is fast becoming a failed state.
Person2: Correction; IS a failed state.",0
"Person1: No hatred by us-we just don't like Liberal/Lamocrats,like you.Maybe you should head down to Orlando.
Person2: So get out, traitor.",0
"Person1: Good to see the Conservative hate machine rev up. Keep it up Cons--- you're quickly becoming irrelevant. Or is this the Christ-like behavior you're always talking about?
Person2: Who are you?",0
"Person1: Liberals who won't serve honorably.
Person2: I woke up in a Soho doorway, a policeman knew my name. He said ""You can go sleep at home tonight if you can get up and walk away."" I slipped back to the Underground and the breeze blew back my hair. I remember throwing punches around and preaching from my chair. Well, who are you?",0
"Person1: Good to see the Conservative hate machine rev up. Keep it up Cons--- you're quickly becoming irrelevant. Or is this the Christ-like behavior you're always talking about?
Person2: I sure you""ll enjoy; G.F.Y.",0
"Person1: No hatred by us-we just don't like Liberal/Lamocrats,like you.Maybe you should head down to Orlando.
Person2: Thanks for admitting you lost this argument.",0
"Person1: Good to see the Conservative hate machine rev up. Keep it up Cons--- you're quickly becoming irrelevant. Or is this the Christ-like behavior you're always talking about?
Person2: The only thing lost here is your manhood and dignity.Mine is very much in tact,Fudgepounder.",0
"Person1: No hatred by us-we just don't like Liberal/Lamocrats,like you.Maybe you should head down to Orlando.
Person2: Aww, how adorable! You're so sure you've lost the argument, you're upping the ante on the rude insults. How very sad.",0
"Person1: Good to see the Conservative hate machine rev up. Keep it up Cons--- you're quickly becoming irrelevant. Or is this the Christ-like behavior you're always talking about?
Person2: So long,Fairy.",0
"Person1: Good to see the Conservative hate machine rev up. Keep it up Cons--- you're quickly becoming irrelevant. Or is this the Christ-like behavior you're always talking about?
Person2: combat vet,Mekong.Honorable Discharge,Purple Heart,etc.etc.What's been YOUR service to America,Pogeybait ?",0
"Person1: That's not even factually accurate lol WTH are you even talking about
Person2: And military records don't support his claim. Like any politician he was pandering for sympathy and votes.",0
"Person1: Sorry, Navy, but this is just wrong! There must be numerous homosexuals who have served our country with distinction and not been given a ""less than honorable"" discharge. The ship could have been named after one of them.
Person2: Or at least ones that didn't openly brag about their pedophilia exploits",1
"Person1: Sorry, Navy, but this is just wrong! There must be numerous homosexuals who have served our country with distinction and not been given a ""less than honorable"" discharge. The ship could have been named after one of them.
Person2: He was honorably discharged. Go to the United States Naval Institute site and read for yourself.",0
"Person1: That wasn't even a good try gomer.
Person2: I will. So, you are saying the the AP is incorrect on that.",0
"Person1: Sorry, Navy, but this is just wrong! There must be numerous homosexuals who have served our country with distinction and not been given a ""less than honorable"" discharge. The ship could have been named after one of them.
Person2: Yes I am. Have fun.",0
"Person1: That wasn't even a good try gomer.
Person2: Interestingly, I find both comments on various site. Honorably and less than honorable. I will hope that the Navy has better presence of mind than naming a ship after someone with a ""less than""",0
"Person1: That wasn't even a good try gomer.
Person2: That is indeed what the article on the USNI web says. It is not unusual for the AP to be wrong... but usually it favors causes such as this. But, if he was indeed honorably discharged, I apologize to him and withdraw my objection to the ship naming.",0
"Person1: Sorry, Navy, but this is just wrong! There must be numerous homosexuals who have served our country with distinction and not been given a ""less than honorable"" discharge. The ship could have been named after one of them.
Person2: I really wish there was more info on his Discharge Type as that has fueled a lot of derisive comments, but I have to default with USNI as they are pretty good with getting it right. They also provide info on the article's author at the bottom. Now all that aside, the Navy could have chosen a different vessel than an oiler. The jokes from that will be going around for decades.",0
"Person1: That wasn't even a good try gomer.
Person2: after you pay the $40 to access it I will",0
"Person1: it will take a tsunami to wash the taste out of San Fran's bay
Person2: are you talking about?",0
"Person1: Nothing like a good gay article to bring out the ""conservative"" dinosaurs. The beauty is - conservatives lost. On gay rights, on your candidates, on everything that counts. Because extremist conservatives are a hate fringe group. Nothing more.
Person2: And by stood up, you mean kneel in front of a 13 year old boy...",1
"Person1: We've never needed someone to make America Great Again more so than right now.
Person2: Or behind...",1
"Person1: We've never needed someone to make America Great Again more so than right now.
Person2: Ever heard of the republican icon Mark Foley?",0
"Person1: Nothing like a good gay article to bring out the ""conservative"" dinosaurs. The beauty is - conservatives lost. On gay rights, on your candidates, on everything that counts. Because extremist conservatives are a hate fringe group. Nothing more.
Person2: No, did someone name a boat after him?",0
"Person1: We've never needed someone to make America Great Again more so than right now.
Person2: Try bobbling him and asking. You are the expert on pedophiles (experience counts).",0
"Person1: Nothing like a good gay article to bring out the ""conservative"" dinosaurs. The beauty is - conservatives lost. On gay rights, on your candidates, on everything that counts. Because extremist conservatives are a hate fringe group. Nothing more.
Person2: Short answer is, No. They didn't name a boat after him like they are doing for this pedophile.",1
"Person1: Nothing like a good gay article to bring out the ""conservative"" dinosaurs. The beauty is - conservatives lost. On gay rights, on your candidates, on everything that counts. Because extremist conservatives are a hate fringe group. Nothing more.
Person2: But who was given a ""less than honorable"" discharge from the very Navy who is naming the ship after him. I guess THAT doesn't count",0
"Person1: Nothing like a good gay article to bring out the ""conservative"" dinosaurs. The beauty is - conservatives lost. On gay rights, on your candidates, on everything that counts. Because extremist conservatives are a hate fringe group. Nothing more.
Person2: I don't disagree with your point of view about the comments, but I can tell you this. If we had people at the top who understood the military because they had served, or had other alliances with it, we would not have such controversial issues.",0
"Person1: We've never needed someone to make America Great Again more so than right now.
Person2: Your obsession with pedophilia tells me you are a pedophile. Please seek help for your sickness.",0
"Person1: Good to see the Conservative hate machine rev up. Keep it up Cons--- you're quickly becoming irrelevant. Or is this the Christ-like behavior you're always talking about?
Person2: Please stick to your day job.........babysitting your mom's basement.",0
"Person1: Or behind...
Person2: I get it, you can't defend your pedophilia, so you're lashing out. Get help.",0
"Person1: Good to see the Conservative hate machine rev up. Keep it up Cons--- you're quickly becoming irrelevant. Or is this the Christ-like behavior you're always talking about?
Person2: You giving out a psychological diagnosis and/or advice is the equivalent of a monkey solving a puzzle for a banana.",0
"Person1: Or behind...
Person2: Did you enjoy the banana?",0
"Person1: Good to see the Conservative hate machine rev up. Keep it up Cons--- you're quickly becoming irrelevant. Or is this the Christ-like behavior you're always talking about?
Person2: Were you trying to make a gay reference? Or call me a monkey....in which case, you were, AGAIN using my post to try and attack. You really are incapable of coming up with any original thought..",0
"Person1: Or behind...
Person2: Are you really so dense you couldn't figure out what I was saying? I doubt you even got the banana. Poor sad thing!",0
"Person1: Good to see the Conservative hate machine rev up. Keep it up Cons--- you're quickly becoming irrelevant. Or is this the Christ-like behavior you're always talking about?
Person2: So demonizing pedophilia is worse than naming naval ships after a known pedophile? Please explain",0
"Person1: We've never needed someone to make America Great Again more so than right now.
Person2: Another one who is obsessed with pedophilia. Keep your kids away from @dinsmo81. Sick and dangerous.",0
"Person1: Good to see the Conservative hate machine rev up. Keep it up Cons--- you're quickly becoming irrelevant. Or is this the Christ-like behavior you're always talking about?
Person2: Well,your mental identity is very much open to question,given your postings;right ?",0
"Person1: We've never needed someone to make America Great Again more so than right now.
Person2: I love rhetorical questions. We all know what kind",1
"Person1: As a Navy Veteran, I hope that they painted a target on the hull....
Person2: If you were a Veteran you would not say that. Why would you want a bunch of kids put in harms way that had no say in the matter?",0
"Person1: If you were a Veteran you would not say that. Why would you want a bunch of kids put in harms way that had no say in the matter?
Person2: technically, they do. They just may not be in the military anymore if they speak out.",0
"Person1: If you were a Veteran you would not say that. Why would you want a bunch of kids put in harms way that had no say in the matter?
Person2: If you were a Navy Veteran you would understand what GOTRUMPFORAMERICA means by his comments. Naming a ship after a gay that was discharged under other than honorable conditions shows how sick our government and country is.",1
"Person1: The next one will be Margaret Sanger
Person2: SS Sandusky",0
"Person1: Does the ship only go in reverse?
Person2: It comes with a pitcher, and a catcher mode",1
"Person1: This will strike fear in our enemies....! They will be afraid they will be rear ended by a ferry boat...
Person2: wellsaid",1
"Person1: The next one will be Margaret Sanger
Person2: How does naming a ship after him give gays more clout as you say? The navy decided to name this class of ship after people making significant contributions to civil and human rights. Milk did that for the gay community. There are many other classes of ships named after military personnel.",0
"Person1: The next one will be Margaret Sanger
Person2: Did your husband become an activist fighting for the equal treatment of others?",0
"Person1: Good to see the Conservative hate machine rev up. Keep it up Cons--- you're quickly becoming irrelevant. Or is this the Christ-like behavior you're always talking about?
Person2: Serving up BJ's to little boys isn't ""serving honorably""",1
"Person1: We've never needed someone to make America Great Again more so than right now.
Person2: I agree, so why do you keep doing it?",0
"Person1: As a Navy Veteran, I hope that they painted a target on the hull....
Person2: Oh, an article on Fox couldn't possibly be wrong. That's hilarious!",0
"Person1: Good to see the Conservative hate machine rev up. Keep it up Cons--- you're quickly becoming irrelevant. Or is this the Christ-like behavior you're always talking about?
Person2: Why do you keep lying? He was discharged dishonourably.",0
"Person1: That's not even factually accurate lol WTH are you even talking about
Person2: Why do YOU keep lying?",0
"Person1: Good to see the Conservative hate machine rev up. Keep it up Cons--- you're quickly becoming irrelevant. Or is this the Christ-like behavior you're always talking about?
Person2: See I provide my sources. You just lie.",0
"Person1: That's not even factually accurate lol WTH are you even talking about
Person2: You are probably in denial about a lot of things. No surprise there. You're broken. Sad.",0
"Person1: Good to see the Conservative hate machine rev up. Keep it up Cons--- you're quickly becoming irrelevant. Or is this the Christ-like behavior you're always talking about?
Person2: I JUST provided you a source. Britannica.com/biography/Harvey-Milk According to Britannica AND Harvey, he received a dishonourable discharge.",0
"Person1: That's not even factually accurate lol WTH are you even talking about
Person2: Is the baby still crying? Aw, don't cry, baby. Mommy will come to change your diaper.",0
"Person1: Good to see the Conservative hate machine rev up. Keep it up Cons--- you're quickly becoming irrelevant. Or is this the Christ-like behavior you're always talking about?
Person2: LoL That's what I thought. You get shown that you're supporting a pedophile and you got nothing to say. But like I said, that's what we expect from your ilk.",1
"Person1: That's not even factually accurate lol WTH are you even talking about
Person2: Poor thing, your hatred has melted your brain. Assuming there was a brain to begin with. But it's fun making you dance like a monkey on a chain. Dance, monkey!",0
"Person1: I'm currently serving so take your little smirk and shove it. He didn't serve honorably, which is why he got an other than honorable discharge.
Person2: Sure you are, buddy. Sure you are.",0
"Person1: Hope the pos sinks with all of her don't ask, don't tell sailors on board.
Person2: Wishing the death of US military personnel? Sounds like treason to me!",0
"Person1: Good to see the Conservative hate machine rev up. Keep it up Cons--- you're quickly becoming irrelevant. Or is this the Christ-like behavior you're always talking about?
Person2: What would you know about service or treason?",0
"Person1: wellsaid
Person2: lol",0
"Person1: We've never needed someone to make America Great Again more so than right now.
Person2: Yeah, you Cons made a pedophile Speaker of the House! You must be so proud!",0
"Person1: Good to see the Conservative hate machine rev up. Keep it up Cons--- you're quickly becoming irrelevant. Or is this the Christ-like behavior you're always talking about?
Person2: That was water-carrying republicans. No conservatives were involved.",0
"Person1: wellsaid
Person2: LOL.. sure honey.",0
"Person1: That wasn't even a good try gomer.
Person2: When name-calling starts, you have lost",0
"Person1: wellsaid
Person2: Nope, when you put a pedophile two heartbeats away from the Presidency, you've lost. Nice try, though.",0
"Person1: Good to see the Conservative hate machine rev up. Keep it up Cons--- you're quickly becoming irrelevant. Or is this the Christ-like behavior you're always talking about?
Person2: I agree we have lost, but it was no speaker who destroys our military. It is Barack Obama and his employers.",0
"Person1: wellsaid
Person2: You are such a drama queen. The military is not ""destroyed"".",0
"Person1: That wasn't even a good try gomer.
Person2: I don't believe you have any right to judge the military. When did you serve?",0
"Person1: wellsaid
Person2: From 1990 to 2012.",0
"Person1: That wasn't even a good try gomer.
Person2: sure",0
"Person1: wellsaid
Person2: I don't believe you should have made a pedophile Speaker of the House, but you seem to be fine with that. Sad.",0
"Person1: The Left insists that Americans recognize racism today and acknowledge its stain on our history. We already do this daily, from private discussions to national conversations (Ferguson, Baltimore), motion pictures (12 Years a Slave, Selma), and even Black History Month. To that end, Democrats should stop flinging their Confederate flag onto the Grand Old Party. Instead, knock-kneed Republicans should steel themselves for once and demand that Democrats concede that they invented this intimidating standard and deployed it for more than a century to keep blacks down.
Person2: The Flag did not keep blacks from being successful, they did it to themselves. They have more opporiturity than most white people today and its been over thirty years. Most blacks will never be successful, they do not have the drive to push forward, they want something for nothing.",1
"Person1: The Left insists that Americans recognize racism today and acknowledge its stain on our history. We already do this daily, from private discussions to national conversations (Ferguson, Baltimore), motion pictures (12 Years a Slave, Selma), and even Black History Month. To that end, Democrats should stop flinging their Confederate flag onto the Grand Old Party. Instead, knock-kneed Republicans should steel themselves for once and demand that Democrats concede that they invented this intimidating standard and deployed it for more than a century to keep blacks down.
Person2: I think you've missed the point of his comments. ""Missing the point"" seems to be a common theme with you.",0
"Person1: Who is E. Lee? Is he famous or something?
Person2: Robert E Lee, confederated General, leader of the confederated army. Did you study history?",0
"Person1: The Flag did not keep blacks from being successful, they did it to themselves. They have more opporiturity than most white people today and its been over thirty years. Most blacks will never be successful, they do not have the drive to push forward, they want something for nothing.
Person2: What he was pointing out...which evidently you were not bright enough to pick up on...is that the first poster missed the ""Robert"" in Robert E Lee.",0
"Person1: I think you've missed the point of his comments. ""Missing the point"" seems to be a common theme with you.
Person2: < an example of progressives making sure everyone is doing exactly what the left says is PC. GFY, I'm sure you understand very well what those letters mean, right gruber?",0
"Person1: < an example of progressives making sure everyone is doing exactly what the left says is PC. GFY, I'm sure you understand very well what those letters mean, right gruber?
Person2: Not politically correct, just correct. There is no general E. Lee. Calling people names like ""gruber"", shows you are an immature child. Grow up.",0
"Person1: The Confederate Battle Flag to me represents to me the willingness to stand up to an obsessive Federal Government that enforces its will through violent force. No state ever surrendered its Sovereignty under the Unites States Constitution. During the Philadelphia debates that was one of the main issues. The states ONLY surrendered 18 power that the Federal Government of the newly formed REPUBLIC would have the power to enforce. Also didn't South Carolina have the oldest Constitution that predates the US Constitution. Now that basically means that the Confederate Battle Flag represents standing up to tyranny and oppression of a tyrannical government. The war for independence from British Oppression was fought for the same reason as the civil war. The civil war was not fought over slavery...it was fought over the belief that the federal government did not have the authority to dictate to the states...(minus a constitutional admin.) Slavery was wrong and terrible blight on our past. The Confederate Battle Flag is part of our history and our southern heritage.
Person2: The Federal Government violates the constitution left and right. Read the Judge's piece, ""Imagine America without the Constitution"" to see just a few clear examples. Our nation was intended to be one of numerous separate sovereign States, yielded limited authority to a central government for the purpose of patrolling the coasts for piracy, minting currency, and other things that a Federal government would be able to do more efficiently than all the States separately. Lincoln would undoubtedly role over in his grave if he would have seen how the Federal Government would have used the Civil War to strip states of their rights and powers… The Federal government just votes itself more power year after year.",0
"Person1: The Confederate Battle Flag to me represents to me the willingness to stand up to an obsessive Federal Government that enforces its will through violent force. No state ever surrendered its Sovereignty under the Unites States Constitution. During the Philadelphia debates that was one of the main issues. The states ONLY surrendered 18 power that the Federal Government of the newly formed REPUBLIC would have the power to enforce. Also didn't South Carolina have the oldest Constitution that predates the US Constitution. Now that basically means that the Confederate Battle Flag represents standing up to tyranny and oppression of a tyrannical government. The war for independence from British Oppression was fought for the same reason as the civil war. The civil war was not fought over slavery...it was fought over the belief that the federal government did not have the authority to dictate to the states...(minus a constitutional admin.) Slavery was wrong and terrible blight on our past. The Confederate Battle Flag is part of our history and our southern heritage.
Person2: Silly people with silly ideas - Yep that flag means something.",0
"Person1: The Confederate Battle Flag to me represents to me the willingness to stand up to an obsessive Federal Government that enforces its will through violent force. No state ever surrendered its Sovereignty under the Unites States Constitution. During the Philadelphia debates that was one of the main issues. The states ONLY surrendered 18 power that the Federal Government of the newly formed REPUBLIC would have the power to enforce. Also didn't South Carolina have the oldest Constitution that predates the US Constitution. Now that basically means that the Confederate Battle Flag represents standing up to tyranny and oppression of a tyrannical government. The war for independence from British Oppression was fought for the same reason as the civil war. The civil war was not fought over slavery...it was fought over the belief that the federal government did not have the authority to dictate to the states...(minus a constitutional admin.) Slavery was wrong and terrible blight on our past. The Confederate Battle Flag is part of our history and our southern heritage.
Person2: That and slavery.",0
"Person1: I think you've missed the point of his comments. ""Missing the point"" seems to be a common theme with you.
Person2: Just flag this soros paid troll as spam. It's that time of month so emotions is all it has to operate on. Gruber",0
